NCT00063128,Exclusion,you have used an experimental drug during the last 30 days or have ever taken part in a study of any type of inhaled insulin.,you have <VL Label=used an experimental drug Source=ngram>used an experimental drug</VL> <VML Logic=lower_equal Unit=last days>30</VML> or have ever taken part in a study of any type of inhaled insulin.,"[['used an experimental drug', '<=', '30', 'last days']]"
NCT00071448,Inclusion,hba1c less than 12%,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=lower Unit=%>12</VML>,"[['hba1c', '<', '12', '%']]"
NCT00071448,Inclusion,"willing to administer at least 3 injections per day,","<VL Label=willing to administer Source=ngram>willing to administer</VL> <VML Logic=greater_equal Unit=>3</VML> injections per day,","[['willing to administer', '>=', '3', '']]"
NCT00071448,Inclusion,"willing to perform self monitored blood glucose (smbg) at least 4 times per day, includes subject and/or parent/guardian, as necessary","<VL Label=willing to perform self monitored blood glucose Source=ngram>willing to perform self monitored blood glucose</VL> ( smbg ) <VML Logic=greater_equal Unit=times/day>4</VML>, includes subject and / or parent / guardian, as necessary","[['willing to perform self monitored blood glucose', '>=', '4', 'times/day']]"
NCT00095082,Inclusion,type 1 diabetes for at least 12 months,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> for <VML Logic=greater_equal Unit=months>12</VML>,"[['type 1 diabetes', '>=', '12', 'months']]"
NCT00095082,Inclusion,current treatment with basal-bolus insulin regimen for more than or equal to 3 months,<VL Label=current treatment with basal-bolus insulin regimen Source=ngram>current treatment with basal-bolus insulin regimen</VL> for <VML Logic=greater_equal Unit=months>3</VML>,"[['current treatment with basal-bolus insulin regimen', '>=', '3', 'months']]"
NCT00095082,Inclusion,hba1c less than or equal to 11.0%,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=lower_equal Unit=%>11.0</VML>,"[['hba1c', '<=', '11.0', '%']]"
NCT00097292,Inclusion,"individuals 1 to 45 years old who have an immediate family member with type 1 diabetes (such as a child, parent or sibling)","<VL Label=individuals Source=ngram>individuals</VL> <VML Logic=greater_equal Unit=years>1</VML> - <VML Logic=lower_equal Unit=years>45</VML> old who have an immediate family member with type 1 diabetes ( such as a child, parent or sibling ) ","[['individuals', '>=', '1', 'years'], ['individuals', '<=', '45', 'years']]"
NCT00097292,Inclusion,"individuals 1-20 years old who have an extended family member with type 1 diabetes (such as a cousin, niece, nephew, aunt, uncle, grandparent or half-sibling)","<VL Label=individuals Source=ngram>individuals</VL> <VML Logic=greater_equal Unit=years>1</VML> - <VML Logic=lower_equal Unit=years>20</VML> old who have an extended family member with type 1 diabetes ( such as a cousin, niece, nephew, aunt, uncle, grandparent or half-sibling ) ","[['individuals', '>=', '1', 'years'], ['individuals', '<=', '20', 'years']]"
NCT00100178,Inclusion,be between the ages of 8 and 45 years old,be between the <VL Label=ages Source=ngram>ages</VL> <VML Logic=greater_equal Unit=years>8</VML> - <VML Logic=lower_equal Unit=years>45</VML> old,"[['ages', '>=', '8', 'years'], ['ages', '<=', '45', 'years']]"
NCT00100178,Inclusion,must have stimulated c-peptide levels > 0.2 pmol/ml (measured during an mmtt administered no more than one month prior to the date of randomization),must have <VL Label=stimulated c-peptide levels Source=ngram>stimulated c-peptide levels</VL> <VML Logic=greater Unit=pmol/ml>0.2</VML> ( measured during an mmtt administered no more than one month prior to the date of randomization ) ,"[['stimulated c-peptide levels', '>', '0.2', 'pmol/ml']]"
NCT00100178,Inclusion,"must have either detectable anti-gad, anti-ica512/ia-2, insulin autoantibodies (unless received insulin therapy for 7 days or more) or islet cell autoantibodies.","must have either detectable anti-gad, anti-ica512 / ia - 2 , insulin autoantibodies ( <VL Label=unless received insulin therapy Source=ngram>unless received insulin therapy</VL> for <VML Logic=greater_equal Unit=days>7</VML> ) or islet cell autoantibodies.","[['unless received insulin therapy', '>=', '7', 'days']]"
NCT00100178,Inclusion,"the goal of management will be an hba1c of 7.0% for all participants, regardless of age","the goal of management will be an hba1c of <VML Logic=equal Unit=%>7.0</VML> for all participants, regardless of <VL Label=age Source=UMLS>age</VL>","[['age', '=', '7.0', '%']]"
NCT00100178,Inclusion,participants will also be expected to test their blood sugar at least 3-4 times per day,<VL Label=participants will also be expected to test their blood sugar Source=ngram>participants will also be expected to test their blood sugar</VL> <VML Logic=greater_equal Unit=times/day>3</VML> - <VML Logic=greater_equal Unit=times/day>4</VML>,"[['participants will also be expected to test their blood sugar', '>=', '3', 'times/day'], ['participants will also be expected to test their blood sugar', '>=', '4', 'times/day']]"
NCT00100178,Exclusion,have had any live vaccinations in the preceding 6 weeks (e.g,have had any <VL Label=live vaccinations Source=ngram>live vaccinations</VL> <VML Logic=lower_equal Unit=preceding weeks>6</VML> ( e.g,"[['live vaccinations', '<=', '6', 'preceding weeks']]"
NCT00100178,Exclusion,be currently pregnant or 3 months postpartum.,be <VL Label=currently pregnant Source=ngram>currently pregnant</VL> or <VML Logic=equal Unit=months>3</VML> postpartum.,"[['currently pregnant', '=', '3', 'months']]"
NCT00100178,Exclusion,be currently nursing or within 6 weeks of having completed nursing.,be <VL Label=currently nursing Source=ngram>currently nursing</VL> or <VML Logic=lower Unit=weeks>6</VML> of having completed nursing.,"[['currently nursing', '<', '6', 'weeks']]"
NCT00105352,Inclusion,informed consent obtained from participants (over 12 years of age) and parents (for participants below 18 years of age),informed consent obtained from participants ( <VML Logic=greater Unit=years>12</VML> of <VL Label=age Source=UMLS>age</VL> ) and parents ( for participants <VML Logic=lower Unit=years>18</VML> of age ) ,"[['age', '>', '12', 'years'], ['age', '<', '18', 'years']]"
NCT00105352,Inclusion,age 8 - 35 years at the time of inclusion,<VL Label=age Source=UMLS>age</VL> <VML Logic=greater_equal Unit=years>8</VML> - <VML Logic=lower_equal Unit=years>35</VML> at the time of inclusion,"[['age', '>=', '8', 'years'], ['age', '<=', '35', 'years']]"
NCT00105352,Inclusion,body weight > 30 kg,<VL Label=body weight Source=UMLS>body weight</VL> <VML Logic=greater Unit=kg>30</VML>,"[['body weight', '>', '30', 'kg']]"
NCT00105352,Inclusion,duration of diabetes: 1 month to 3* years (*the trialnet coordinating center will monitor fasting c-peptide levels as they are reported to ensure that a wide range of values is included,<VL Label=duration of diabetes Source=ngram>duration of diabetes</VL>: <VML Logic=greater_equal Unit=month>1</VML> - <VML Logic=lower_equal Unit=* years>3</VML> ( *the trialnet coordinating center will monitor fasting c-peptide levels as they are reported to ensure that a wide range of values is included,"[['duration of diabetes', '>=', '1', 'month'], ['duration of diabetes', '<=', '3', '* years']]"
NCT00105352,Inclusion,be willing to travel to a trialnet clinical center for a minimum of four separate visits that are spaced 3-10 days apart and be willing to complete the study within a six week period.,be <VL Label=willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced Source=ngram>willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced</VL> <VML Logic=greater_equal Unit=days>3</VML> - <VML Logic=lower_equal Unit=days>10</VML> apart and be willing to complete the study within a six week period.,"[['willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced', '>=', '3', 'days'], ['willing to travel to a trialnet clinical center for a greater_equal of four separate visits that are spaced', '<=', '10', 'days']]"
NCT00105352,Exclusion,febrile illness within the prior 3 days),<VL Label=febrile illness Source=ngram>febrile illness</VL> within the <VML Logic=greater Unit=days>3</VML> ) ,"[['febrile illness', '>', '3', 'days']]"
NCT00107107,Inclusion,the subject has completed the full dosing period in protocol 137-150.,the <VL Label=subject has completed the full dosing period in protocol Source=ngram>subject has completed the full dosing period in protocol</VL> <VML Logic=greater_equal Unit=>137</VML> - <VML Logic=lower_equal Unit=>150</VML> .,"[['subject has completed the full dosing period in protocol', '>=', '137', ''], ['subject has completed the full dosing period in protocol', '<=', '150', '']]"
NCT00108004,Inclusion,the subject has a clinical diagnosis of type 1 diabetes mellitus requiring treatment with insulin for a minimum of 6 months at screening,the <VL Label=subject has a clinical diagnosis of type 1 diabetes mellitus requiring treatment with insulin for a greater_equal Source=ngram>subject has a clinical diagnosis of type 1 diabetes mellitus requiring treatment with insulin for a greater_equal</VL> of <VML Logic=equal Unit=months>6</VML> at screening,"[['subject has a clinical diagnosis of type 1 diabetes mellitus requiring treatment with insulin for a greater_equal', '=', '6', 'months']]"
NCT00108004,Inclusion,the subject has a hba1c of 7.0% to 11.0% at screening.,the <VL Label=subject has a hba1c Source=ngram>subject has a hba1c</VL> <VML Logic=greater_equal Unit=%>7.0</VML> - <VML Logic=lower_equal Unit=%>11.0</VML> at screening.,"[['subject has a hba1c', '>=', '7.0', '%'], ['subject has a hba1c', '<=', '11.0', '%']]"
NCT00109434,Inclusion,clinical diagnosis of type 1 diabetes for at least 18 months,<VL Label=clinical diagnosis of type 1 diabetes Source=ngram>clinical diagnosis of type 1 diabetes</VL> for <VML Logic=greater_equal Unit=months>18</VML>,"[['clinical diagnosis of type 1 diabetes', '>=', '18', 'months']]"
NCT00109434,Inclusion,hba1c <10.0% as measured by the dca2000.,<VL Label=hba1c Source=ngram>hba1c</VL> <VML Logic=lower Unit=%>10.0</VML> as measured by the dca2000.,"[['hba1c', '<', '10.0', '%']]"
NCT00109434,Inclusion,age 10.0 to <18.0 years,<VL Label=age Source=UMLS>age</VL> <VML Logic=equal Unit=years>10.0</VML> - <VML Logic=lower Unit=years>18.0</VML>,"[['age', '=', '10.0', 'years'], ['age', '<', '18.0', 'years']]"
NCT00109434,Inclusion,weight >36.0 kg,<VL Label=weight Source=ngram>weight</VL> <VML Logic=greater Unit=kg>36.0</VML>,"[['weight', '>', '36.0', 'kg']]"
NCT00109434,Inclusion,stable insulin regimen for at least 1 month and not anticipating a change prior to the subject's completion of the study,<VL Label=stable insulin regimen Source=ngram>stable insulin regimen</VL> for <VML Logic=greater_equal Unit=month>1</VML> and not anticipating a change prior to the subject's completion of the study,"[['stable insulin regimen', '>=', '1', 'month']]"
NCT00109434,Exclusion,"use of pseudoephedrine 48 hours prior to crc admission (if used in the 48 hours prior to the scheduled second admission, the admission will be deferred)","<VL Label=use of pseudoephedrine Source=ngram>use of pseudoephedrine</VL> <VML Logic=equal Unit=hours>48</VML> prior to crc admission ( if used <VML Logic=lower_equal Unit=hours>48</VML> prior to the scheduled second admission, the admission will be deferred ) ","[['use of pseudoephedrine', '=', '48', 'hours'], ['use of pseudoephedrine', '<=', '48', 'hours']]"
NCT00109434,Exclusion,"severe hypoglycemia resulting in seizure or loss of consciousness in the 2 weeks prior to crc admission (if a severe episode occurs within 2 weeks prior to the scheduled second admission, the admission will be deferred)","<VL Label=severe hypoglycemia resulting in seizure or loss of consciousness Source=ngram>severe hypoglycemia resulting in seizure or loss of consciousness</VL> <VML Logic=lower_equal Unit=weeks>2</VML> prior to crc admission ( if a severe episode occurs <VML Logic=lower Unit=weeks>2</VML> prior to the scheduled second admission, the admission will be deferred ) ","[['severe hypoglycemia resulting in seizure or loss of consciousness', '<=', '2', 'weeks'], ['severe hypoglycemia resulting in seizure or loss of consciousness', '<', '2', 'weeks']]"
NCT00117026,Inclusion,type 1 diabetes (of at least 15 years duration) as assessed by medical history.,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> ( of <VML Logic=greater_equal Unit=years>15</VML> duration ) as assessed by medical history.,"[['type 1 diabetes', '>=', '15', 'years']]"
NCT00117026,Exclusion,diabetic nephropathy with a creatinine clearance less than 60 cc/min.,diabetic nephropathy with a creatinine <VL Label=clearance Source=UMLS>clearance</VL> <VML Logic=lower Unit=>60</VML> cc / min.,"[['clearance', '<', '60', '']]"
NCT00117026,Exclusion,supplementation with thiamine > 2mg per day and/or alpha-lipoic acid,<VL Label=supplementation with thiamine Source=ngram>supplementation with thiamine</VL> <VML Logic=greater Unit=mg/day>2</VML> and / or alpha-lipoic acid,"[['supplementation with thiamine', '>', '2', 'mg/day']]"
NCT00117780,Inclusion,type 1 diabetes for more than 1 year,<VL Label=type 1 diabetes Source=ngram>type 1 diabetes</VL> for <VML Logic=greater Unit=year>1</VML>,"[['type 1 diabetes', '>', '1', 'year']]"
